AGI_identifier	gene_name	gene_annotation
AT4G00900	AT4G00900:ECA2	ATECA2:ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 2;ECA2:ER-type Ca2+-ATPase 2
AT4G00905	AT4G00905	NA
AT4G00910	AT4G00910:ALMT10	NA
AT4G00920	AT4G00920	NA
AT4G00930	AT4G00930:CIP4.1	CIP4.1:COP1-interacting protein 4.1
AT4G00940	AT4G00940:DOF4.1	AtDOF4.1;DOF4.1:DNA binding with one finger 4.1;ITD1:INTERCELLULAR TRAFFICKING DOF 1
AT4G00950	AT4G00950:MEE47	MEE47:maternal effect embryo arrest 47
AT4G00955	AT4G00955	NA
AT4G00960	AT4G00960	NA
AT4G00970	AT4G00970:CRK41	CRK41:cysteine-rich RLK (RECEPTOR-like protein kinase) 41
AT4G00980	AT4G00980	NA
AT4G00990	AT4G00990	NA
AT4G01000	AT4G01000	NA
AT4G01010	AT4G01010:CNGC13	ATCNGC13:CYCLIC NUCLEOTIDE-GATED CHANNEL 13;CNGC13:cyclic nucleotide-gated channel 13
AT4G01020	AT4G01020	NA
AT4G01023	AT4G01023	NA
AT4G01026	AT4G01026:PYL7	PYL7:PYR1-like 7;RCAR2:regulatory components of ABA receptor 2
AT4G01030	AT4G01030:PCMP-H65	NA
AT4G01037	AT4G01037:WTF1	AtWTF1;WTF1:what's this factor?
AT4G01040	AT4G01040	NA
AT4G01050	AT4G01050:STR4	TROL:thylakoid rhodanese-like
AT4G01060	AT4G01060:ETC3	CPL3:CAPRICE-like MYB3;ETC3:ENHANCER OF TRY AND CPC 3
AT4G01070	AT4G01070:UGT72B1	GT72B1;UGT72B1:UDP-GLUCOSE-DEPENDENT GLUCOSYLTRANSFERASE 72 B1
AT4G01080	AT4G01080:TBL26	TBL26:TRICHOME BIREFRINGENCE-LIKE 26
AT4G01090	AT4G01090	NA
AT4G01100	AT4G01100:ADNT1	ADNT1:adenine nucleotide transporter 1
AT4G01110	AT4G01110	NA
AT4G01120	AT4G01120:GBF2	ATBZIP54:BASIC REGION/LEUCINE ZIPPER MOTIF 5;GBF2:G-box binding factor 2
AT4G01130	AT4G01130	NA
AT4G01140	AT4G01140	NA
AT4G01150	AT4G01150:CURT1A	CURT1A:CURVATURE THYLAKOID 1A
AT4G01160	AT4G01160	LRB3:light-response BTB 3
AT4G01170	AT4G01170	NA
AT4G01180	AT4G01180	NA
AT4G01190	AT4G01190:PIP5K11	ATPIPK10:phosphatidylinositol phosphate kinase 10;PIPK10:phosphatidylinositol phosphate kinase 10
AT4G01200	AT4G01200	NA
AT4G01210	AT4G01210	NA
AT4G01220	AT4G01220:MGP4	MGP4:male gametophyte defective 4
AT4G01230	AT4G01230:RTNLB7	NA
AT4G01240	AT4G01240	NA
AT4G01250	AT4G01250:WRKY22	AtWRKY22;WRKY22
AT4G01245	AT4G01245	NA
AT4G01260	AT4G01260	NA
AT4G01270	AT4G01270	NA
AT4G01280	AT4G01280:RVE5	NA
AT4G01290	AT4G01290	NA
AT4G01310	AT4G01310:RPL5	NA
AT4G01320	AT4G01320:FACE1	ATSTE24;STE24
AT4G01328	AT4G01328	NA
AT4G01330	AT4G01330	NA
AT4G01335	AT4G01335	NA
AT4G01340	AT4G01340	NA
AT4G01350	AT4G01350	NA
AT4G01360	AT4G01360	BPS3:BYPASS 3
AT4G01370	AT4G01370:MPK4	ATMPK4:MAP kinase 4;MAPK4;MPK4:MAP kinase 4
AT4G01380	AT4G01380	NA
AT4G01390	AT4G01390	NA
AT4G01400	AT4G01400:COG4	NA
AT4G01410	AT4G01410	NA
AT4G01420	AT4G01420:CBL5	CBL5:calcineurin B-like protein 5
AT4G01430	AT4G01430	UMAMIT29:Usually multiple acids move in and out Transporters 29
AT4G01440	AT4G01440	UMAMIT31:Usually multiple acids move in and out Transporters 31
AT4G01450	AT4G01450	UMAMIT30:Usually multiple acids move in and out Transporters 30
AT4G01460	AT4G01460:BHLH57	NA
AT4G01470	AT4G01470:TIP1-3	ATTIP1.3;GAMMA-TIP3;TIP1;3:tonoplast intrinsic protein 1;3
AT4G01480	AT4G01480:PPA5	AtPPa5:pyrophosphorylase 5;PPa5:pyrophosphorylase 5
AT4G01500	AT4G01500:NGA4	NGA4:NGATHA4
AT4G01510	AT4G01510:ARV2	ARV2
AT4G01516	AT4G01516	NA
AT4G01520	AT4G01520:anac067	anac067:NAC domain containing protein 67;NAC067:NAC domain containing protein 67
AT4G01535	AT4G01535	NA
AT4G01540	AT4G01540:NAC68	ANAC068:Arabidopsis NAC domain containing protein 68;NTM1:NAC with transmembrane motif1
AT4G01550	AT4G01550:NAC69	ANAC069:NAC domain containing protein 69;NAC069:NAC domain containing protein 69;NTM2:NAC with Transmembrane Motif 2
AT4G01560	AT4G01560:MEE49	MEE49:maternal effect embryo arrest 49
AT4G01570	AT4G01570	NA
AT4G01575	AT4G01575	NA
AT4G01580	AT4G01580	NA
AT4G01590	AT4G01590	NA
AT4G01595	AT4G01595	NA
AT4G01600	AT4G01600	NA
AT4G01610	AT4G01610	NA
AT4G01630	AT4G01630:EXPA17	ATEXP17:EXPANSIN 17;ATEXPA17:expansin A17;ATHEXP ALPHA 1.13;EXPA17:expansin A17
AT4G01640	AT4G01640	NA
AT4G01650	AT4G01650	NA
AT4G01660	AT4G01660:ATABC1	ABC1:ABC transporter 1;ATABC1:ABC transporter 1;ATATH10
AT4G01670	AT4G01670	NA
AT4G01671	AT4G01671	NA
AT4G01680	AT4G01680:MYB55	AtMYB55:myb domain protein 55;MYB55:myb domain protein 55
AT4G01690	AT4G01690:PPOX1	HEMG1;PPO1;PPOX
AT4G01700	AT4G01700	NA
AT4G01703	AT4G01703	NA
AT4G01710	AT4G01710:ARPC5A	ARPC5;CRK:CROOKED
AT4G01720	AT4G01720:WRKY47	AtWRKY47;WRKY47
AT4G01730	AT4G01730:PAT18	NA
AT4G01735	AT4G01735	NA
AT4G01740	AT4G01740	NA
AT4G01750	AT4G01750:RGXT2	RGXT2:rhamnogalacturonan xylosyltransferase 2
AT4G01760	AT4G01760	NA
AT4G01770	AT4G01770:RGXT1	RGXT1:rhamnogalacturonan xylosyltransferase 1
AT4G01780	AT4G01780	NA
AT4G01790	AT4G01790	NA
AT4G01800	AT4G01800:SECA1	AGY1:Albino or Glassy Yellow 1;AtcpSecA:Arabidopsis thaliana chloroplast SecA;SECA1
AT4G01810	AT4G01810	NA
AT4G01820	AT4G01820:ABCB3	ABCB3:ATP-binding cassette B3;MDR3;PGP3:P-glycoprotein 3
AT4G01830	AT4G01830:ABCB5	ABCB5:ATP-binding cassette B5;PGP5:P-glycoprotein 5
AT4G01840	AT4G01840:TPK5	ATKCO5;ATTPK5;KCO5:Ca2+ activated outward rectifying K+ channel 5;TPK5
AT4G01850	AT4G01850:SAM2	AtSAM2;MAT2;SAM-2:S-adenosylmethionine synthetase 2;SAM2:S-ADENOSYLMETHIONINE SYNTHETASE 2
AT4G01860	AT4G01860	NA
AT4G01870	AT4G01870	NA
AT4G01880	AT4G01880	NA
AT4G01883	AT4G01883	NA
AT4G01890	AT4G01890	NA
AT4G01895	AT4G01895	NA
AT4G01897	AT4G01897	NA
AT4G01900	AT4G01900:GLB1	GLB1:GLNB1 homolog;PII
AT4G01910	AT4G01910	NA
AT4G01915	AT4G01915	NA
AT4G01920	AT4G01920	NA
AT4G01925	AT4G01925	NA
AT4G01930	AT4G01930	NA
AT4G01935	AT4G01935	NA
AT4G01940	AT4G01940:NIFU1	AtCNFU1;NFU1:NFU domain protein 1
AT4G01950	AT4G01950:GPAT3	ATGPAT3:GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 3;GPAT3:GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 3
AT4G01960	AT4G01960	NA
AT4G01970	AT4G01970:RFS4	AtSTS:stachyose synthase;RS4:raffinose synthase 4;STS:stachyose synthase
AT4G01985	AT4G01985	NA
AT4G01990	AT4G01990	NA
AT4G01995	AT4G01995	NA
AT4G02000	AT4G02000	NA
AT4G02010	AT4G02010	NA
AT4G02020	AT4G02020:EZA1	EZA1;SDG10:SET DOMAIN-CONTAINING PROTEIN 10;SWN:SWINGER
AT4G02030	AT4G02030	NA
AT4G02040	AT4G02040	NA
AT4G02050	AT4G02050:STP7	STP7:sugar transporter protein 7
AT4G02060	AT4G02060:MCM7	MCM7;PRL:PROLIFERA
AT4G02070	AT4G02070:MSH6	ATMSH6:ARABIDOPSIS THALIANA MUTS HOMOLOG 6;MSH6:MUTS homolog 6;MSH6-1:MUTS HOMOLOG  6-1
AT4G02075	AT4G02075:PIT1	PIT1:pitchoun 1
AT4G02080	AT4G02080:SAR1A	ASAR1;ATSAR2:secretion-associated RAS super family 2;ATSARA1C;SAR2:secretion-associated RAS super family 2
AT4G02090	AT4G02090	NA
AT4G02100	AT4G02100	NA
AT4G02110	AT4G02110	NA
AT4G02120	AT4G02120	NA
AT4G02130	AT4G02130:GATL6	GATL6:galacturonosyltransferase-like 6;LGT10
AT4G02140	AT4G02140	NA
AT4G02150	AT4G02150:IMPA3	ATIMPALPHA3:IMPORTIN ALPHA 3;IMPA-3:IMPORTIN ALPHA ISOFORM 3;MOS6:MODIFIER OF SNC1, 6
AT4G02160	AT4G02160	NA
AT4G02170	AT4G02170	NA
AT4G02180	AT4G02180	NA
AT4G02190	AT4G02190	NA
AT4G02195	AT4G02195:SYP42	ATSYP42;ATTLG2B;SYP42:syntaxin of plants 42;TLG2B
AT4G02200	AT4G02200:DI19-5	NA
AT4G02210	AT4G02210	NA
AT4G02220	AT4G02220	NA
AT4G02230	AT4G02230:RPL19C	NA
AT4G02235	AT4G02235:AGL51	AGL51:AGAMOUS-like 51
AT4G02250	AT4G02250	NA
AT4G02260	AT4G02260:RSH1	AT-RSH1:RELA-SPOT HOMOLOG 1;ATRSH1:RELA/SPOT HOMOLOG 1;RSH1:RELA/SPOT homolog 1
AT4G02270	AT4G02270:RHS13	RHS13:root hair specific 13
AT4G02280	AT4G02280:SUS3	ATSUS3;SUS3:sucrose synthase 3
AT4G02290	AT4G02290:AtGH9B13	AtGH9B13:glycosyl hydrolase 9B13;GH9B13:glycosyl hydrolase 9B13
AT4G02300	AT4G02300:PME39	NA
AT4G02310	AT4G02310	NA
AT4G02320	AT4G02320:PME40	NA
AT4G02325	AT4G02325	NA
AT4G02330	AT4G02330:PME41	AtPME41;ATPMEPCRB;PME41:pectin methylesterase 41
AT4G02340	AT4G02340	NA
AT4G02350	AT4G02350:SEC15B	SEC15B:exocyst complex component sec15B
AT4G02360	AT4G02360	NA
AT4G02370	AT4G02370	NA
AT4G02380	AT4G02380:SAG21	AtLEA5:Arabidopsis thaliana late embryogenensis abundant like 5;SAG21:senescence-associated gene 21
AT4G02390	AT4G02390:PARP2	APP:poly(ADP-ribose) polymerase;PARP2:poly(ADP-ribose) polymerase 2;PP:poly(ADP-ribose) polymerase
AT4G02400	AT4G02400	NA
AT4G02405	AT4G02405	NA
AT4G02410	AT4G02410:LECRK43	AtLPK1;LPK1:lectin-like protein kinase 1
AT4G02420	AT4G02420:LECRK44	NA
AT4G02425	AT4G02425	NA
AT4G02430	AT4G02430:SR34B	At-SR34b:Serine/Arginine-Rich Protein Splicing Factor 34b;SR34b:Serine/Arginine-Rich Protein Splicing Factor 34b
AT4G02440	AT4G02440:EID1	EID1:EMPFINDLICHER IM DUNKELROTEN LICHT 1
AT4G02450	AT4G02450	NA
AT4G02460	AT4G02460:PMS1	AtPMS1;PMS1:POSTMEIOTIC SEGREGATION 1
AT4G02465	AT4G02465	NA
AT4G02480	AT4G02480	NA
AT4G02482	AT4G02482	NA
AT4G02485	AT4G02485	NA
AT4G02489	AT4G02489	NA
AT4G02500	AT4G02500:XXT2	ATXT2:ARABIDOPSIS THALIANA UDP-XYLOSYLTRANSFERASE 2;XT2:UDP-xylosyltransferase 2;XXT2:XYG XYLOSYLTRANSFERASE 2
AT4G02510	AT4G02510:TOC159	ATTOC159;PPI2:PLASTID PROTEIN IMPORT 2;TOC159:translocon at the outer envelope membrane of chloroplasts 159;TOC160:TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 160;TOC86:TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 86
AT4G02520	AT4G02520:GSTF2	ATGSTF2:glutathione S-transferase PHI 2;ATPM24;ATPM24.1;GST2;GSTF2:glutathione S-transferase PHI 2
AT4G02530	AT4G02530	NA
AT4G02540	AT4G02540	NA
AT4G02541	AT4G02541	NA
AT4G02550	AT4G02550	NA
AT4G02560	AT4G02560:LD	LD:luminidependens
AT4G02570	AT4G02570:CUL1	ATCUL1:cullin 1;AXR6:AUXIN RESISTANT 6;CUL1:cullin 1
AT4G02580	AT4G02580	NA
AT4G02590	AT4G02590:UNE12	UNE12:unfertilized embryo sac 12
AT4G02600	AT4G02600:MLO1	ATMLO1:MILDEW RESISTANCE LOCUS O 1;MLO1
AT4G02610	AT4G02610:TRPA1	NA
AT4G02620	AT4G02620:VHA-F	NA
AT4G02630	AT4G02630	NA
AT4G02640	AT4G02640:BZIP10	ATBZIP10:Arabidopsis thaliana basic leucine zipper 10;BZO2H1
AT4G02650	AT4G02650	NA
AT4G02655	AT4G02655	NA
AT4G02660	AT4G02660	NA
AT4G02670	AT4G02670:IDD12	AtIDD12:indeterminate(ID)-domain 12;IDD12:indeterminate(ID)-domain 12
AT4G02680	AT4G02680:EOL1	EOL1:ETO1-like 1
AT4G02690	AT4G02690	AtLFG3;LFG3:LIFEGUARD 3
AT4G02700	AT4G02700:SULTR3%3B2	SULTR3;2:sulfate transporter 3;2
AT4G02710	AT4G02710:NET1C	NET1C:Networked 1C
AT4G02715	AT4G02715	NA
AT4G02720	AT4G02720	NA
AT4G02725	AT4G02725	NA
AT4G02730	AT4G02730:WDR5B	AtWDR5b;WDR5b:human WDR5 (WD40 repeat) homolog b
AT4G02733	AT4G02733	NA
AT4G02740	AT4G02740:SKIP17	NA
AT4G02750	AT4G02750:PCMP-H24	NA
AT4G02760	AT4G02760	NA
AT4G02770	AT4G02770:PSAD1	PSAD-1:photosystem I subunit D-1
AT4G02780	AT4G02780:GA1	ABC33;ATCPS1:ARABIDOPSIS THALIANA ENT-COPALYL DIPHOSPHATE SYNTHETASE 1;CPS:CPP synthase;CPS1:ENT-COPALYL DIPHOSPHATE SYNTHETASE 1;GA1:GA REQUIRING 1
AT4G02790	AT4G02790:DGP3	EMB3129:EMBRYO DEFECTIVE 3129
AT4G02800	AT4G02800	NA
AT4G02810	AT4G02810:FAF1	FAF1:FANTASTIC FOUR 1
AT4G02820	AT4G02820	NA
AT4G02830	AT4G02830	NA
AT4G02840	AT4G02840	NA
AT4G02850	AT4G02850	NA
AT4G02860	AT4G02860	NA
AT4G02870	AT4G02870:ARF42	NA
AT4G02871	AT4G02871	NA
AT4G02880	AT4G02880	NA
AT4G02890	AT4G02890:UBQ14	UBQ14
AT4G02900	AT4G02900	NA
AT4G02910	AT4G02910	NA
AT4G02920	AT4G02920	NA
AT4G02930	AT4G02930:TUFA	NA
AT4G02940	AT4G02940	NA
AT4G02950	AT4G02950	NA
AT4G02970	AT4G02970:AT7SL-1	AT7SL-1:7SL RNA1
AT4G02980	AT4G02980:ERABP1	ABP;ABP1:endoplasmic reticulum auxin binding protein 1
AT4G02990	AT4G02990	BSM:BELAYA SMERT;RUG2:RUGOSA 2
AT4G03000	AT4G03000:RF298	NA
AT4G03010	AT4G03010	NA
AT4G03020	AT4G03020	NA
AT4G03030	AT4G03030:OR23	NA
AT4G03040	AT4G03040	NA
AT4G03050	AT4G03050:AOP3	AOP3
AT4G03070	AT4G03070:AOP1	AOP;AOP1;AOP1.1
AT4G03080	AT4G03080:BSL1	BSL1:BRI1 suppressor 1 (BSU1)-like 1
AT4G03090	AT4G03090	AtNDX;NDX:Nodulin Homeobox
AT4G03100	AT4G03100:ROPGAP2	NA
AT4G03110	AT4G03110:BRN1	AtBRN1;AtRBP-DR1:RNA-binding protein-defense related 1;BRN1:Bruno-like 1;RBP-DR1:RNA-binding protein-defense related 1
AT4G03115	AT4G03115	NA
AT4G03113	AT4G03113	NA
AT4G03120	AT4G03120	NA
AT4G03130	AT4G03130	NA
AT4G03140	AT4G03140	NA
AT4G03150	AT4G03150	NA
AT4G03153	AT4G03153:NET3B	NET3B:Networked 3B
AT4G03156	AT4G03156	NA
AT4G03160	AT4G03160	NA
AT4G03165	AT4G03165	NA
AT4G03170	AT4G03170	NA
AT4G03175	AT4G03175	NA
AT4G03180	AT4G03180	NA
AT4G03190	AT4G03190:GRH1	AFB1:AUXIN SIGNALING F BOX PROTEIN 1;ATGRH1;GRH1:GRR1-like protein 1
AT4G03200	AT4G03200	NA
AT4G03205	AT4G03205:CPX2	hemf2
AT4G03210	AT4G03210:XTH9	XTH9:xyloglucan endotransglucosylase/hydrolase 9
AT4G03220	AT4G03220	NA
AT4G03230	AT4G03230	NA
AT4G03240	AT4G03240:FH	ATFH;FH:frataxin homolog
AT4G03250	AT4G03250	NA
AT4G03260	AT4G03260	NA
AT4G03270	AT4G03270:CYCD6-1	CYCD6;1:Cyclin D6;1
AT4G03280	AT4G03280:PETC	PETC:photosynthetic electron transfer C;PGR1:PROTON GRADIENT REGULATION 1
AT4G03290	AT4G03290:CML6	NA
AT4G03292	AT4G03292	NA
AT4G03298	AT4G03298	NA
AT4G03320	AT4G03320:TIC20-IV	AtTic20-IV:translocon at the inner envelope membrane of chloroplasts 20-IV;Tic20-IV:translocon at the inner envelope membrane of chloroplasts 20-IV
AT4G03330	AT4G03330:SYP123	ATSYP123;SYP123:syntaxin of plants 123
AT4G03340	AT4G03340	NA
AT4G03350	AT4G03350	EVE1:ETERNALLY VEGETATIVE PHASE 1
AT4G03360	AT4G03360	NA
AT4G03370	AT4G03370	NA
AT4G03380	AT4G03380	NA
AT4G03390	AT4G03390:SRF3	SRF3:STRUBBELIG-receptor family 3
AT4G03400	AT4G03400:DFL2	DFL2:DWARF IN LIGHT 2;GH3-10
AT4G03410	AT4G03410	NA
AT4G03415	AT4G03415	PP2C52:2C-type protein phosphatase 52
AT4G03420	AT4G03420	NA
AT4G03430	AT4G03430:STA1	EMB2770:EMBRYO DEFECTIVE 2770;STA1:STABILIZED 1
AT4G03440	AT4G03440	NA
AT4G03443	AT4G03443	NA
AT4G03450	AT4G03450	NA
AT4G03460	AT4G03460	NA
AT4G03470	AT4G03470	NA
AT4G03480	AT4G03480	NA
AT4G03490	AT4G03490	NA
AT4G03500	AT4G03500	NA
AT4G03505	AT4G03505	NA
AT4G03510	AT4G03510:RMA1	ATRMA1;RMA1:RING membrane-anchor 1
AT4G03520	AT4G03520:ATHM2	ATHM2
AT4G03540	AT4G03540	NA
AT4G03550	AT4G03550:CALS12	ATGSL05:glucan synthase-like 5;ATGSL5;EED3:enhancer of edr1 3;GSL05;GSL05:glucan synthase-like 5;GSL5:GLUCAN SYNTHASE-LIKE 5;PMR4:POWDERY MILDEW RESISTANT 4
AT4G03560	AT4G03560:TPC1	ATCCH1:CALCIUM CHANNEL 1;ATTPC1:two-pore  channel 1;FOU2:FATTY ACID OXYGENATION UPREGULATED 2;TPC1;TPC1:two-pore  channel 1
AT4G03565	AT4G03565	NA
AT4G03566	AT4G03566	NA
AT4G03570	AT4G03570	NA
AT4G03580	AT4G03580	NA
AT4G03590	AT4G03590	NA
AT4G03600	AT4G03600	NA
AT4G03610	AT4G03610	NA
AT4G03620	AT4G03620	NA
AT4G03630	AT4G03630	NA
AT4G03635	AT4G03635	NA
AT4G03723	AT4G03723	NA
AT4G03728	AT4G03728	NA
AT4G03740	AT4G03740	NA
AT4G03820	AT4G03820	NA
AT4G03827	AT4G03827	NA
AT4G03830	AT4G03830	NA
AT4G03930	AT4G03930:PME42	NA
AT4G03940	AT4G03940	NA
AT4G03945	AT4G03945	NA
AT4G03950	AT4G03950	NA
AT4G03960	AT4G03960	AtPFA-DSP4;PFA-DSP4:plant and fungi atypical dual-speci&#64257;city phosphatase 4
AT4G03965	AT4G03965	NA
AT4G04020	AT4G04020:PAP1	FIB:fibrillin;PGL35:plastoglobulin 35
AT4G04030	AT4G04030:ATOFP9	ATOFP9:ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 9;OFP9:ovate family protein 9
AT4G04040	AT4G04040:PFP-BETA2	MEE51:maternal effect embryo arrest 51
AT4G04078	AT4G04078	NA
AT4G04080	AT4G04080:ISU3	ATISU3:ISCU-LIKE 3;ISU3:ISCU-like 3
AT4G04090	AT4G04090	NA
AT4G04110	AT4G04110	NA
AT4G04180	AT4G04180	NA
AT4G04190	AT4G04190	NA
AT4G04200	AT4G04200	NA
AT4G04210	AT4G04210:PUX4	PUX4:plant UBX domain containing protein 4
AT4G04220	AT4G04220:AtRLP46	AtRLP46:receptor like protein 46;RLP46:receptor like protein 46
AT4G04260	AT4G04260	NA
AT4G04320	AT4G04320	NA
AT4G04330	AT4G04330	AtRbcX1;RbcX1:homologue of cyanobacterial RbcX 1
AT4G04340	AT4G04340:OSCA1	NA
AT4G04350	AT4G04350:EMB2369	EMB2369:EMBRYO DEFECTIVE 2369
AT4G04360	AT4G04360	NA
AT4G04370	AT4G04370:PCMP-E99	NA
AT4G04402	AT4G04402	NA
AT4G04404	AT4G04404	NA
AT4G04423	AT4G04423	NA
AT4G04450	AT4G04450:WRKY42	AtWRKY42;WRKY42
AT4G04460	AT4G04460:APA3	NA
AT4G04470	AT4G04470:PMP22	PMP22
AT4G04480	AT4G04480	NA
AT4G04490	AT4G04490:CRK36	CRK36:cysteine-rich RLK (RECEPTOR-like protein kinase) 36
AT4G04500	AT4G04500:CRK37	CRK37:cysteine-rich RLK (RECEPTOR-like protein kinase) 37
AT4G04510	AT4G04510:CRK38	CRK38:cysteine-rich RLK (RECEPTOR-like protein kinase) 38
AT4G04540	AT4G04540:CRK39	CRK39:cysteine-rich RLK (RECEPTOR-like protein kinase) 39
AT4G04570	AT4G04570:CRK40	CRK40:cysteine-rich RLK (RECEPTOR-like protein kinase) 40
AT4G04580	AT4G04580	NA
AT4G04601	AT4G04601	NA
AT4G04610	AT4G04610:APR1	APR;APR1:APS reductase 1;ATAPR1;PRH19:PAPS REDUCTASE HOMOLOG 19
AT4G04614	AT4G04614	NA
AT4G04620	AT4G04620:ATG8B	ATG8B:autophagy 8b
AT4G04630	AT4G04630	NA
AT4G04632	AT4G04632	NA
AT4G04640	AT4G04640:ATPC1	ATPC1
AT4G04650	AT4G04650	NA
AT4G04670	AT4G04670	NA
AT4G04680	AT4G04680	NA
AT4G04690	AT4G04690:FBX15	NA
AT4G04695	AT4G04695:CPK31	CPK31:calcium-dependent protein kinase 31
AT4G04700	AT4G04700:CPK27	CPK27:calcium-dependent protein kinase 27
AT4G04710	AT4G04710:CPK22	CPK22:calcium-dependent protein kinase 22
AT4G04720	AT4G04720:CPK21	AtCPK21;CPK21:calcium-dependent protein kinase 21
AT4G04730	AT4G04730	NA
AT4G04740	AT4G04740:CPK23	ATCPK23;CPK23:calcium-dependent protein kinase 23
AT4G04745	AT4G04745	NA
AT4G04750	AT4G04750	NA
AT4G04760	AT4G04760	NA
AT4G04770	AT4G04770:ABCI8	ABC1:ATP binding cassette protein 1;ABCI8:ATP-binding cassette I8;ATABC1:ATP binding cassette protein 1;ATNAP1:ARABIDOPSIS THALIANA NUCLEOSOME ASSEMBLY PROTEIN 1;LAF6:LONG AFTER FR
AT4G04775	AT4G04775	NA
AT4G04780	AT4G04780:MED21	MED21:mediator 21
AT4G04790	AT4G04790	NA
AT4G04800	AT4G04800:MSRB3	ATMSRB3:methionine sulfoxide reductase B3;MSRB3:methionine sulfoxide reductase B3
AT4G04810	AT4G04810:MSRB4	ATMSRB4:methionine sulfoxide reductase B4;MSRB4:methionine sulfoxide reductase B4
AT4G04830	AT4G04830:MSRB5	ATMSRB5:methionine sulfoxide reductase B5;MSRB5:methionine sulfoxide reductase B5
AT4G04840	AT4G04840:MSRB6	ATMSRB6:methionine sulfoxide reductase B6;MSRB6:methionine sulfoxide reductase B6
AT4G04850	AT4G04850:KEA3	ATKEA3;KEA3:K+ efflux antiporter 3
AT4G04860	AT4G04860:DER2.2	DER2.2:DERLIN-2.2
AT4G04870	AT4G04870:CLS	CLS:cardiolipin synthase
AT4G04880	AT4G04880	NA
AT4G04885	AT4G04885:PCFS4	PCFS4:PCF11P-similar protein 4
AT4G04890	AT4G04890:PDF2	PDF2:protodermal factor 2
AT4G04900	AT4G04900:RIC10	RIC10:ROP-interactive CRIB motif-containing protein 10
AT4G04910	AT4G04910:NSF	NSF:N-ethylmaleimide sensitive factor
AT4G04920	AT4G04920:MED16	AtSFR6;IEN1:INSENSITIVE TO EXOGENOUS NAD+ 1;MED16:MEDIATOR 16;SFR6:SENSITIVE TO FREEZING 6
AT4G04925	AT4G04925	NA
AT4G04930	AT4G04930:DES-1-LIKE	DES-1-LIKE
AT4G04940	AT4G04940	NA
AT4G04950	AT4G04950:GRXS17	AtGRXS17:Arabidopsis thaliana monothiol glutaredoxin 17;GRXS17:monothiol glutaredoxin 17
AT4G04953	AT4G04953	NA
AT4G04955	AT4G04955:ALN	ALN:allantoinase;ATALN:allantoinase
AT4G04957	AT4G04957	NA
AT4G04960	AT4G04960:LECRK71	NA
AT4G04970	AT4G04970:CALS11	ATGSL01:GLUCAN SYNTHASE LIKE 1;ATGSL1:GLUCAN SYNTHASE LIKE-1;GSL01;GSL1:glucan synthase-like 1
AT4G04972	AT4G04972	NA
AT4G04980	AT4G04980	NA
AT4G04985	AT4G04985	NA
AT4G04990	AT4G04990	NA
AT4G05000	AT4G05000:VPS28-2	VPS28-1:vacuolar protein sorting-associated protein 28 homolog 1;VPS28-2
AT4G05010	AT4G05010	AtFBS3;FBS3:F-box stress induced 3
AT4G05018	AT4G05018	NA
AT4G05020	AT4G05020:NDB2	NDB2:NAD(P)H dehydrogenase B2
AT4G05030	AT4G05030	NA
AT4G05040	AT4G05040	NA
AT4G05050	AT4G05050:UBQ11	UBQ11:ubiquitin 11
AT4G05060	AT4G05060:PVA43	NA
AT4G05070	AT4G05070	NA
AT4G05071	AT4G05071	NA
AT4G05080	AT4G05080	NA
AT4G05090	AT4G05090	NA
AT4G05091	AT4G05091	NA
AT4G05095	AT4G05095	NA
AT4G05100	AT4G05100:AtMYB74	AtMYB74:myb domain protein 74;MYB74:myb domain protein 74
AT4G05110	AT4G05110:ENT6	ATENT6;ENT6:equilibrative nucleoside transporter 6
AT4G05120	AT4G05120:ENT3	ATENT3;ENT3:EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 3;FUR1:FUDR RESISTANT 1
AT4G05130	AT4G05130:ENT4	ATENT4;ENT4:equilibrative nucleoside transporter 4
AT4G05136	AT4G05136	NA
AT4G05140	AT4G05140:ENT5	NA
AT4G05150	AT4G05150	NA
AT4G05160	AT4G05160:4CLL7	NA
AT4G05170	AT4G05170:BHLH114	NA
AT4G05180	AT4G05180:PSBQ2	PSBQ:PHOTOSYSTEM II SUBUNIT Q;PSBQ-2:photosystem II subunit Q-2;PSII-Q
AT4G05190	AT4G05190:ATK5	ATK5:kinesin 5
AT4G05200	AT4G05200:CRK25	CRK25:cysteine-rich RLK (RECEPTOR-like protein kinase) 25
AT4G05210	AT4G05210:LPXD1	AtLpxD1;LpxD1:lipid X D1
AT4G05220	AT4G05220	NA
AT4G05230	AT4G05230	NA
AT4G05240	AT4G05240	NA
AT4G05250	AT4G05250	NA
AT4G05260	AT4G05260	NA
AT4G05265	AT4G05265	NA
AT4G05270	AT4G05270	NA
AT4G05310	AT4G05310	NA
AT4G05320	AT4G05320:UBQ10	UBI10:ubiquitin 10;UBQ10:polyubiquitin 10
